260	23
260	24
259	24
258	24
257	24
256	24
255	24
254	24
253	24
252	24
251	24
250	24
249	24
248	24
247	24
246	24
245	24
244	24
243	24
242	24
241	24
240	24
239	24
238	24
237	24
236	24
235	24
234	24
234	25
233	25
232	25
231	25
230	25
229	25
228	25
227	25
226	25
225	25
225	26
224	26
223	26
222	26
221	26
220	26
219	26
218	26
218	27
217	27
216	27
215	27
214	27
214	28
213	28
212	28
211	28
210	28
210	29
209	29
208	29
207	29
207	30
206	30
205	30
205	31
204	31
203	31
203	32
202	32
202	33
201	33
201	34
201	35
200	35
200	36
200	37
201	37
201	38
201	39
202	39
202	40
203	40
203	41
204	41
205	41
205	42
206	42
207	42
207	43
208	43
209	43
210	43
210	44
211	44
212	44
213	44
214	44
214	45
215	45
216	45
217	45
218	45
218	46
219	46
220	46
221	46
222	46
223	46
224	46
225	46
225	47
226	47
227	47
228	47
229	47
230	47
231	47
232	47
233	47
234	47
234	48
235	48
236	48
237	48
238	48
239	48
240	48
241	48
242	48
243	48
244	48
245	48
246	48
247	48
248	48
249	48
250	48
251	48
252	48
253	48
254	48
255	48
256	48
257	48
258	48
259	48
260	48
260	49
261	49
262	49
262	48
263	48
264	48
265	48
266	48
267	48
268	48
269	48
270	48
271	48
272	48
273	48
274	48
275	48
276	48
277	48
278	48
279	48
280	48
281	48
282	48
283	48
284	48
285	48
286	48
287	48
288	48
289	48
290	48
291	48
292	48
293	48
294	48
295	48
295	47
296	47
297	47
298	47
299	47
300	47
301	47
302	47
303	47
304	47
305	47
306	47
307	47
308	47
309	47
310	47
310	46
311	46
312	46
313	46
314	46
315	46
316	46
317	46
318	46
319	46
320	46
321	46
322	46
323	46
323	45
324	45
325	45
326	45
327	45
328	45
329	45
330	45
331	45
332	45
333	45
334	45
334	44
335	44
336	44
337	44
338	44
339	44
340	44
341	44
342	44
343	44
344	44
345	44
345	43
346	43
347	43
348	43
349	43
350	43
351	43
352	43
353	43
354	43
355	43
355	42
356	42
357	42
358	42
359	42
360	42
361	42
362	42
363	42
364	42
364	41
365	41
366	41
367	41
368	41
369	41
370	41
371	41
372	41
372	40
373	40
374	40
375	40
376	40
377	40
378	40
379	40
380	40
381	40
381	39
382	39
383	39
384	39
385	39
386	39
387	39
388	39
389	39
389	38
390	38
391	38
392	38
393	38
394	38
395	38
396	38
396	37
397	37
398	37
399	37
400	37
401	37
402	37
402	36
402	35
401	35
400	35
399	35
398	35
397	35
396	35
396	34
395	34
394	34
393	34
392	34
391	34
390	34
389	34
389	33
388	33
387	33
386	33
385	33
384	33
383	33
382	33
381	33
381	32
380	32
379	32
378	32
377	32
376	32
375	32
374	32
373	32
372	32
372	31
371	31
370	31
369	31
368	31
367	31
366	31
365	31
364	31
364	30
363	30
362	30
361	30
360	30
359	30
358	30
357	30
356	30
355	30
355	29
354	29
353	29
352	29
351	29
350	29
349	29
348	29
347	29
346	29
345	29
345	28
344	28
343	28
342	28
341	28
340	28
339	28
338	28
337	28
336	28
335	28
334	28
334	27
333	27
332	27
331	27
330	27
329	27
328	27
327	27
326	27
325	27
324	27
323	27
323	26
322	26
321	26
320	26
319	26
318	26
317	26
316	26
315	26
314	26
313	26
312	26
311	26
310	26
310	25
309	25
308	25
307	25
306	25
305	25
304	25
303	25
302	25
301	25
300	25
299	25
298	25
297	25
296	25
295	25
295	24
294	24
293	24
292	24
291	24
290	24
289	24
288	24
287	24
286	24
285	24
284	24
283	24
282	24
281	24
280	24
279	24
278	24
277	24
276	24
275	24
274	24
273	24
272	24
271	24
270	24
269	24
268	24
267	24
266	24
265	24
264	24
263	24
262	24
262	23
261	23
260	23
