0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	75462	75461	75459	75456	75452	75447	75441	75434	75426	75417	75407	75396	75384	75371	75357	75342	75326	75309	75291	75272	75252	75231	75209	75186	75162	75137	75111	75084	75056	75027	74997	74966	74934	74901	74867	74832	74796	74759	74721	74682	74642	74601	74559	74516	74472	74427	74381	74334	74286	74237	74187	74136	74084	74031	73977	73922	73866	73809	73751	73692	73632	73571	73509	73446	73382	73317	73251	73184	73116	73047	72977	72906	72834	72761	72687	72612	72536	72459	72381	72302	72222	72141	72059	71976	71892	71807	71721	71634	71546	71457	71367	71276	71184	71091	70997	70902	70806	70709	70611	70512	70412	70311	70209	70106	70002	69897	69791	69684	69576	69467	69357	69246	69134	69021	68907	68792	68676	68559	68441	68322	68202	68081	67959	67836	67712	67587	67461	67334	67206	67077	66947	0
0	75460	75458	75455	75451	75446	75440	75433	75425	75416	75406	75395	75383	75370	75356	75341	75325	75308	75290	75271	75251	75230	75208	75185	75161	75136	75110	75083	75055	75026	74996	74965	74933	74900	74866	74831	74795	74758	74720	74681	74641	74600	74558	74515	74471	74426	74380	74333	74285	74236	74186	74135	74083	74030	73976	73921	73865	73808	73750	73691	73631	73570	73508	73445	73381	73316	73250	73183	73115	73046	72976	72905	72833	72760	72686	72611	72535	72458	72380	72301	72221	72140	72058	71975	71891	71806	71720	71633	71545	71456	71366	71275	71183	71090	70996	70901	70805	70708	70610	70511	70411	70310	70208	70105	70001	69896	69790	69683	69575	69466	69356	69245	69133	69020	68906	68791	68675	68558	68440	68321	68201	68080	67958	67835	67711	67586	67460	67333	67205	67076	66946	66816	0
0	75457	75454	75450	75445	75439	75432	75424	75415	75405	75394	75382	75369	75355	75340	75324	75307	75289	75270	75250	75229	75207	75184	75160	75135	75109	75082	75054	75025	74995	74964	74932	74899	74865	74830	74794	74757	74719	74680	74640	74599	74557	74514	74470	74425	74379	74332	74284	74235	74185	74134	74082	74029	73975	73920	73864	73807	73749	73690	73630	73569	73507	73444	73380	73315	73249	73182	73114	73045	72975	72904	72832	72759	72685	72610	72534	72457	72379	72300	72220	72139	72057	71974	71890	71805	71719	71632	71544	71455	71365	71274	71182	71089	70995	70900	70804	70707	70609	70510	70410	70309	70207	70104	70000	69895	69789	69682	69574	69465	69355	69244	69132	69019	68905	68790	68674	68557	68439	68320	68200	68079	67957	67834	67710	67585	67459	67332	67204	67075	66945	66815	66685	0
0	75453	75449	75444	75438	75431	75423	75414	75404	75393	75381	75368	75354	75339	75323	75306	75288	75269	75249	75228	75206	75183	75159	75134	75108	75081	75053	75024	74994	74963	74931	74898	74864	74829	74793	74756	74718	74679	74639	74598	74556	74513	74469	74424	74378	74331	74283	74234	74184	74133	74081	74028	73974	73919	73863	73806	73748	73689	73629	73568	73506	73443	73379	73314	73248	73181	73113	73044	72974	72903	72831	72758	72684	72609	72533	72456	72378	72299	72219	72138	72056	71973	71889	71804	71718	71631	71543	71454	71364	71273	71181	71088	70994	70899	70803	70706	70608	70509	70409	70308	70206	70103	69999	69894	69788	69681	69573	69464	69354	69243	69131	69018	68904	68789	68673	68556	68438	68319	68199	68078	67956	67833	67709	67584	67458	67331	67203	67074	66944	66814	66684	66554	0
0	75448	75443	75437	75430	75422	75413	75403	75392	75380	75367	75353	75338	75322	75305	75287	75268	75248	75227	75205	75182	75158	75133	75107	75080	75052	75023	74993	74962	74930	74897	74863	74828	74792	74755	74717	74678	74638	74597	74555	74512	74468	74423	74377	74330	74282	74233	74183	74132	74080	74027	73973	73918	73862	73805	73747	73688	73628	73567	73505	73442	73378	73313	73247	73180	73112	73043	72973	72902	72830	72757	72683	72608	72532	72455	72377	72298	72218	72137	72055	71972	71888	71803	71717	71630	71542	71453	71363	71272	71180	71087	70993	70898	70802	70705	70607	70508	70408	70307	70205	70102	69998	69893	69787	69680	69572	69463	69353	69242	69130	69017	68903	68788	68672	68555	68437	68318	68198	68077	67955	67832	67708	67583	67457	67330	67202	67073	66943	66813	66683	66553	66423	0
0	75442	75436	75429	75421	75412	75402	75391	75379	75366	75352	75337	75321	75304	75286	75267	75247	75226	75204	75181	75157	75132	75106	75079	75051	75022	74992	74961	74929	74896	74862	74827	74791	74754	74716	74677	74637	74596	74554	74511	74467	74422	74376	74329	74281	74232	74182	74131	74079	74026	73972	73917	73861	73804	73746	73687	73627	73566	73504	73441	73377	73312	73246	73179	73111	73042	72972	72901	72829	72756	72682	72607	72531	72454	72376	72297	72217	72136	72054	71971	71887	71802	71716	71629	71541	71452	71362	71271	71179	71086	70992	70897	70801	70704	70606	70507	70407	70306	70204	70101	69997	69892	69786	69679	69571	69462	69352	69241	69129	69016	68902	68787	68671	68554	68436	68317	68197	68076	67954	67831	67707	67582	67456	67329	67201	67072	66942	66812	66682	66552	66422	66292	0
0	75435	75428	75420	75411	75401	75390	75378	75365	75351	75336	75320	75303	75285	75266	75246	75225	75203	75180	75156	75131	75105	75078	75050	75021	74991	74960	74928	74895	74861	74826	74790	74753	74715	74676	74636	74595	74553	74510	74466	74421	74375	74328	74280	74231	74181	74130	74078	74025	73971	73916	73860	73803	73745	73686	73626	73565	73503	73440	73376	73311	73245	73178	73110	73041	72971	72900	72828	72755	72681	72606	72530	72453	72375	72296	72216	72135	72053	71970	71886	71801	71715	71628	71540	71451	71361	71270	71178	71085	70991	70896	70800	70703	70605	70506	70406	70305	70203	70100	69996	69891	69785	69678	69570	69461	69351	69240	69128	69015	68901	68786	68670	68553	68435	68316	68196	68075	67953	67830	67706	67581	67455	67328	67200	67071	66941	66811	66681	66551	66421	66291	66161	0
0	75427	75419	75410	75400	75389	75377	75364	75350	75335	75319	75302	75284	75265	75245	75224	75202	75179	75155	75130	75104	75077	75049	75020	74990	74959	74927	74894	74860	74825	74789	74752	74714	74675	74635	74594	74552	74509	74465	74420	74374	74327	74279	74230	74180	74129	74077	74024	73970	73915	73859	73802	73744	73685	73625	73564	73502	73439	73375	73310	73244	73177	73109	73040	72970	72899	72827	72754	72680	72605	72529	72452	72374	72295	72215	72134	72052	71969	71885	71800	71714	71627	71539	71450	71360	71269	71177	71084	70990	70895	70799	70702	70604	70505	70405	70304	70202	70099	69995	69890	69784	69677	69569	69460	69350	69239	69127	69014	68900	68785	68669	68552	68434	68315	68195	68074	67952	67829	67705	67580	67454	67327	67199	67070	66940	66810	66680	66550	66420	66290	66160	66030	0
0	75418	75409	75399	75388	75376	75363	75349	75334	75318	75301	75283	75264	75244	75223	75201	75178	75154	75129	75103	75076	75048	75019	74989	74958	74926	74893	74859	74824	74788	74751	74713	74674	74634	74593	74551	74508	74464	74419	74373	74326	74278	74229	74179	74128	74076	74023	73969	73914	73858	73801	73743	73684	73624	73563	73501	73438	73374	73309	73243	73176	73108	73039	72969	72898	72826	72753	72679	72604	72528	72451	72373	72294	72214	72133	72051	71968	71884	71799	71713	71626	71538	71449	71359	71268	71176	71083	70989	70894	70798	70701	70603	70504	70404	70303	70201	70098	69994	69889	69783	69676	69568	69459	69349	69238	69126	69013	68899	68784	68668	68551	68433	68314	68194	68073	67951	67828	67704	67579	67453	67326	67198	67069	66939	66809	66679	66549	66419	66289	66159	66029	65899	0
