0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	73756	73754	73751	73747	73742	73736	73729	73721	73712	73702	73691	73679	73666	73652	73637	73621	73604	73586	73567	73547	73526	73504	73481	73457	73432	73406	73379	73351	73322	73292	73261	73229	73196	73162	73127	73091	73054	73016	72977	72937	72896	72854	72811	72767	72722	72676	72629	72581	72532	72482	72431	72379	72326	72272	72217	72161	72104	72046	71987	71927	71866	71804	71741	71677	71612	71546	71479	71411	71342	71272	71201	71129	71056	70982	70907	70831	70754	70676	70597	70517	70436	70354	70271	70187	70102	70016	69929	69841	69752	69662	69571	69479	69386	69292	69197	69101	69004	68906	68807	68707	68606	68504	68401	68297	68192	68086	67979	67871	67762	67652	67541	67429	67316	67202	67087	66971	66854	66736	66617	66497	66376	66254	66131	66007	65882	65756	65629	65501	65372	65242	65111	0
0	73755	73752	73748	73743	73737	73730	73722	73713	73703	73692	73680	73667	73653	73638	73622	73605	73587	73568	73548	73527	73505	73482	73458	73433	73407	73380	73352	73323	73293	73262	73230	73197	73163	73128	73092	73055	73017	72978	72938	72897	72855	72812	72768	72723	72677	72630	72582	72533	72483	72432	72380	72327	72273	72218	72162	72105	72047	71988	71928	71867	71805	71742	71678	71613	71547	71480	71412	71343	71273	71202	71130	71057	70983	70908	70832	70755	70677	70598	70518	70437	70355	70272	70188	70103	70017	69930	69842	69753	69663	69572	69480	69387	69293	69198	69102	69005	68907	68808	68708	68607	68505	68402	68298	68193	68087	67980	67872	67763	67653	67542	67430	67317	67203	67088	66972	66855	66737	66618	66498	66377	66255	66132	66008	65883	65757	65630	65502	65373	65243	65112	64980	0
0	73753	73749	73744	73738	73731	73723	73714	73704	73693	73681	73668	73654	73639	73623	73606	73588	73569	73549	73528	73506	73483	73459	73434	73408	73381	73353	73324	73294	73263	73231	73198	73164	73129	73093	73056	73018	72979	72939	72898	72856	72813	72769	72724	72678	72631	72583	72534	72484	72433	72381	72328	72274	72219	72163	72106	72048	71989	71929	71868	71806	71743	71679	71614	71548	71481	71413	71344	71274	71203	71131	71058	70984	70909	70833	70756	70678	70599	70519	70438	70356	70273	70189	70104	70018	69931	69843	69754	69664	69573	69481	69388	69294	69199	69103	69006	68908	68809	68709	68608	68506	68403	68299	68194	68088	67981	67873	67764	67654	67543	67431	67318	67204	67089	66973	66856	66738	66619	66499	66378	66256	66133	66009	65884	65758	65631	65503	65374	65244	65113	64981	64849	0
0	73750	73745	73739	73732	73724	73715	73705	73694	73682	73669	73655	73640	73624	73607	73589	73570	73550	73529	73507	73484	73460	73435	73409	73382	73354	73325	73295	73264	73232	73199	73165	73130	73094	73057	73019	72980	72940	72899	72857	72814	72770	72725	72679	72632	72584	72535	72485	72434	72382	72329	72275	72220	72164	72107	72049	71990	71930	71869	71807	71744	71680	71615	71549	71482	71414	71345	71275	71204	71132	71059	70985	70910	70834	70757	70679	70600	70520	70439	70357	70274	70190	70105	70019	69932	69844	69755	69665	69574	69482	69389	69295	69200	69104	69007	68909	68810	68710	68609	68507	68404	68300	68195	68089	67982	67874	67765	67655	67544	67432	67319	67205	67090	66974	66857	66739	66620	66500	66379	66257	66134	66010	65885	65759	65632	65504	65375	65245	65114	64982	64850	64718	0
0	73746	73740	73733	73725	73716	73706	73695	73683	73670	73656	73641	73625	73608	73590	73571	73551	73530	73508	73485	73461	73436	73410	73383	73355	73326	73296	73265	73233	73200	73166	73131	73095	73058	73020	72981	72941	72900	72858	72815	72771	72726	72680	72633	72585	72536	72486	72435	72383	72330	72276	72221	72165	72108	72050	71991	71931	71870	71808	71745	71681	71616	71550	71483	71415	71346	71276	71205	71133	71060	70986	70911	70835	70758	70680	70601	70521	70440	70358	70275	70191	70106	70020	69933	69845	69756	69666	69575	69483	69390	69296	69201	69105	69008	68910	68811	68711	68610	68508	68405	68301	68196	68090	67983	67875	67766	67656	67545	67433	67320	67206	67091	66975	66858	66740	66621	66501	66380	66258	66135	66011	65886	65760	65633	65505	65376	65246	65115	64983	64851	64719	64587	0
0	73741	73734	73726	73717	73707	73696	73684	73671	73657	73642	73626	73609	73591	73572	73552	73531	73509	73486	73462	73437	73411	73384	73356	73327	73297	73266	73234	73201	73167	73132	73096	73059	73021	72982	72942	72901	72859	72816	72772	72727	72681	72634	72586	72537	72487	72436	72384	72331	72277	72222	72166	72109	72051	71992	71932	71871	71809	71746	71682	71617	71551	71484	71416	71347	71277	71206	71134	71061	70987	70912	70836	70759	70681	70602	70522	70441	70359	70276	70192	70107	70021	69934	69846	69757	69667	69576	69484	69391	69297	69202	69106	69009	68911	68812	68712	68611	68509	68406	68302	68197	68091	67984	67876	67767	67657	67546	67434	67321	67207	67092	66976	66859	66741	66622	66502	66381	66259	66136	66012	65887	65761	65634	65506	65377	65247	65116	64984	64852	64720	64588	64456	0
0	73735	73727	73718	73708	73697	73685	73672	73658	73643	73627	73610	73592	73573	73553	73532	73510	73487	73463	73438	73412	73385	73357	73328	73298	73267	73235	73202	73168	73133	73097	73060	73022	72983	72943	72902	72860	72817	72773	72728	72682	72635	72587	72538	72488	72437	72385	72332	72278	72223	72167	72110	72052	71993	71933	71872	71810	71747	71683	71618	71552	71485	71417	71348	71278	71207	71135	71062	70988	70913	70837	70760	70682	70603	70523	70442	70360	70277	70193	70108	70022	69935	69847	69758	69668	69577	69485	69392	69298	69203	69107	69010	68912	68813	68713	68612	68510	68407	68303	68198	68092	67985	67877	67768	67658	67547	67435	67322	67208	67093	66977	66860	66742	66623	66503	66382	66260	66137	66013	65888	65762	65635	65507	65378	65248	65117	64985	64853	64721	64589	64457	64325	0
0	73728	73719	73709	73698	73686	73673	73659	73644	73628	73611	73593	73574	73554	73533	73511	73488	73464	73439	73413	73386	73358	73329	73299	73268	73236	73203	73169	73134	73098	73061	73023	72984	72944	72903	72861	72818	72774	72729	72683	72636	72588	72539	72489	72438	72386	72333	72279	72224	72168	72111	72053	71994	71934	71873	71811	71748	71684	71619	71553	71486	71418	71349	71279	71208	71136	71063	70989	70914	70838	70761	70683	70604	70524	70443	70361	70278	70194	70109	70023	69936	69848	69759	69669	69578	69486	69393	69299	69204	69108	69011	68913	68814	68714	68613	68511	68408	68304	68199	68093	67986	67878	67769	67659	67548	67436	67323	67209	67094	66978	66861	66743	66624	66504	66383	66261	66138	66014	65889	65763	65636	65508	65379	65249	65118	64986	64854	64722	64590	64458	64326	64194	0
0	73720	73710	73699	73687	73674	73660	73645	73629	73612	73594	73575	73555	73534	73512	73489	73465	73440	73414	73387	73359	73330	73300	73269	73237	73204	73170	73135	73099	73062	73024	72985	72945	72904	72862	72819	72775	72730	72684	72637	72589	72540	72490	72439	72387	72334	72280	72225	72169	72112	72054	71995	71935	71874	71812	71749	71685	71620	71554	71487	71419	71350	71280	71209	71137	71064	70990	70915	70839	70762	70684	70605	70525	70444	70362	70279	70195	70110	70024	69937	69849	69760	69670	69579	69487	69394	69300	69205	69109	69012	68914	68815	68715	68614	68512	68409	68305	68200	68094	67987	67879	67770	67660	67549	67437	67324	67210	67095	66979	66862	66744	66625	66505	66384	66262	66139	66015	65890	65764	65637	65509	65380	65250	65119	64987	64855	64723	64591	64459	64327	64195	64063	0
0	73711	73700	73688	73675	73661	73646	73630	73613	73595	73576	73556	73535	73513	73490	73466	73441	73415	73388	73360	73331	73301	73270	73238	73205	73171	73136	73100	73063	73025	72986	72946	72905	72863	72820	72776	72731	72685	72638	72590	72541	72491	72440	72388	72335	72281	72226	72170	72113	72055	71996	71936	71875	71813	71750	71686	71621	71555	71488	71420	71351	71281	71210	71138	71065	70991	70916	70840	70763	70685	70606	70526	70445	70363	70280	70196	70111	70025	69938	69850	69761	69671	69580	69488	69395	69301	69206	69110	69013	68915	68816	68716	68615	68513	68410	68306	68201	68095	67988	67880	67771	67661	67550	67438	67325	67211	67096	66980	66863	66745	66626	66506	66385	66263	66140	66016	65891	65765	65638	65510	65381	65251	65120	64988	64856	64724	64592	64460	64328	64196	64064	63932	0
0	73701	73689	73676	73662	73647	73631	73614	73596	73577	73557	73536	73514	73491	73467	73442	73416	73389	73361	73332	73302	73271	73239	73206	73172	73137	73101	73064	73026	72987	72947	72906	72864	72821	72777	72732	72686	72639	72591	72542	72492	72441	72389	72336	72282	72227	72171	72114	72056	71997	71937	71876	71814	71751	71687	71622	71556	71489	71421	71352	71282	71211	71139	71066	70992	70917	70841	70764	70686	70607	70527	70446	70364	70281	70197	70112	70026	69939	69851	69762	69672	69581	69489	69396	69302	69207	69111	69014	68916	68817	68717	68616	68514	68411	68307	68202	68096	67989	67881	67772	67662	67551	67439	67326	67212	67097	66981	66864	66746	66627	66507	66386	66264	66141	66017	65892	65766	65639	65511	65382	65252	65121	64989	64857	64725	64593	64461	64329	64197	64065	63933	63801	0
0	73690	73677	73663	73648	73632	73615	73597	73578	73558	73537	73515	73492	73468	73443	73417	73390	73362	73333	73303	73272	73240	73207	73173	73138	73102	73065	73027	72988	72948	72907	72865	72822	72778	72733	72687	72640	72592	72543	72493	72442	72390	72337	72283	72228	72172	72115	72057	71998	71938	71877	71815	71752	71688	71623	71557	71490	71422	71353	71283	71212	71140	71067	70993	70918	70842	70765	70687	70608	70528	70447	70365	70282	70198	70113	70027	69940	69852	69763	69673	69582	69490	69397	69303	69208	69112	69015	68917	68818	68718	68617	68515	68412	68308	68203	68097	67990	67882	67773	67663	67552	67440	67327	67213	67098	66982	66865	66747	66628	66508	66387	66265	66142	66018	65893	65767	65640	65512	65383	65253	65122	64990	64858	64726	64594	64462	64330	64198	64066	63934	63802	63670	0
